M_James,M_John,M_Robert,M_Michael,M_William,M_David,M_Joseph,M_Richard,M_Charles,M_Thomas,M_Christopher,M_Daniel,M_Matthew,M_George,M_Anthony,M_Donald,M_Paul,M_Mark,M_Edward,M_Andrew,F_Mary,F_Elizabeth,F_Patricia,F_Jennifer,F_Linda,F_Barbara,F_Margaret,F_Susan,F_Dorothy,F_Sarah,F_Jessica,F_Helen,F_Nancy,F_Betty,F_Karen,F_Lisa,F_Anna,F_Sandra,F_Ashley,F_Emily,year
5927.0,9655.0,2415.0,354.0,9532.0,869.0,2632.0,728.0,5348.0,2534.0,95.0,643.0,113.0,5126.0,130.0,46.0,301.0,85.0,2364.0,644.0,7065.0,1939.0,0.0,0.0,27.0,127.0,1578.0,286.0,112.0,1288.0,7.0,636.0,410.0,117.0,0.0,0.0,2604.0,0.0,0.0,210.0,1880
5441.0,8769.0,2140.0,298.0,8524.0,750.0,2456.0,641.0,4636.0,2282.0,68.0,527.0,80.0,4664.0,128.0,27.0,291.0,94.0,2177.0,588.0,6919.0,1852.0,0.0,0.0,38.0,130.0,1658.0,292.0,109.0,1226.0,7.0,612.0,429.0,112.0,6.0,0.0,2698.0,0.0,0.0,244.0,1881
5892.0,9557.0,2500.0,321.0,9298.0,838.0,2670.0,746.0,5091.0,2610.0,89.0,594.0,109.0,5193.0,139.0,48.0,397.0,90.0,2477.0,673.0,8148.0,2186.0,0.0,0.0,36.0,130.0,1821.0,326.0,115.0,1410.0,8.0,838.0,439.0,123.0,0.0,0.0,3143.0,0.0,0.0,272.0,1882
5223.0,8894.0,2334.0,307.0,8387.0,734.0,2515.0,649.0,4826.0,2316.0,89.0,615.0,86.0,4736.0,143.0,52.0,358.0,91.0,2250.0,623.0,8012.0,2255.0,0.0,0.0,49.0,135.0,1881.0,322.0,141.0,1359.0,6.0,862.0,412.0,120.0,0.0,0.0,3306.0,0.0,0.0,342.0,1883
5693.0,9388.0,2468.0,373.0,8897.0,761.0,2707.0,749.0,4802.0,2572.0,68.0,573.0,117.0,4961.0,179.0,59.0,422.0,96.0,2439.0,616.0,9217.0,2549.0,6.0,0.0,33.0,193.0,2142.0,326.0,163.0,1518.0,14.0,986.0,520.0,144.0,0.0,0.0,3860.0,0.0,0.0,364.0,1884
5175.0,8756.0,2322.0,370.0,8044.0,712.0,2540.0,672.0,4599.0,2266.0,71.0,535.0,111.0,4674.0,153.0,47.0,428.0,74.0,2220.0,599.0,9128.0,2582.0,5.0,0.0,60.0,195.0,2204.0,302.0,196.0,1424.0,6.0,1134.0,527.0,155.0,10.0,0.0,3994.0,0.0,0.0,346.0,1885
5355.0,9026.0,2443.0,348.0,8252.0,674.0,2594.0,720.0,4533.0,2337.0,66.0,555.0,112.0,4671.0,174.0,57.0,466.0,106.0,2312.0,614.0,9889.0,2680.0,8.0,0.0,49.0,207.0,2275.0,323.0,230.0,1569.0,11.0,1267.0,492.0,167.0,9.0,6.0,4283.0,0.0,0.0,369.0,1886
4768.0,8110.0,2125.0,345.0,7470.0,673.0,2456.0,622.0,4031.0,2151.0,56.0,557.0,108.0,4284.0,153.0,60.0,449.0,76.0,2125.0,520.0,9888.0,2681.0,10.0,0.0,50.0,204.0,2419.0,335.0,272.0,1436.0,8.0,1405.0,511.0,178.0,9.0,0.0,4227.0,0.0,0.0,335.0,1887
5562.0,9247.0,2814.0,466.0,8705.0,801.0,2993.0,772.0,4591.0,2449.0,79.0,566.0,114.0,4912.0,193.0,77.0,529.0,115.0,2470.0,615.0,11754.0,3224.0,12.0,0.0,77.0,253.0,2904.0,363.0,373.0,1755.0,18.0,1847.0,582.0,214.0,5.0,0.0,4982.0,0.0,0.0,457.0,1888
5020.0,8548.0,2513.0,377.0,7772.0,757.0,2729.0,711.0,4199.0,2233.0,71.0,515.0,118.0,4430.0,219.0,75.0,556.0,101.0,2299.0,561.0,11648.0,3058.0,17.0,0.0,74.0,246.0,2917.0,356.0,377.0,1730.0,9.0,1909.0,470.0,189.0,10.0,0.0,5062.0,0.0,0.0,429.0,1889
5097.0,8502.0,2541.0,394.0,7494.0,731.0,2670.0,744.0,4061.0,2200.0,66.0,505.0,86.0,4458.0,189.0,109.0,607.0,83.0,2282.0,575.0,12078.0,3112.0,11.0,0.0,54.0,241.0,3100.0,354.0,458.0,1786.0,18.0,2312.0,512.0,216.0,14.0,0.0,5233.0,0.0,0.0,509.0,1890
4516.0,7680.0,2240.0,333.0,6763.0,673.0,2572.0,609.0,3640.0,1982.0,62.0,505.0,113.0,3931.0,170.0,100.0,564.0,86.0,1989.0,521.0,11703.0,3059.0,12.0,0.0,78.0,221.0,3065.0,370.0,566.0,1669.0,14.0,2417.0,523.0,239.0,6.0,0.0,5099.0,0.0,0.0,444.0,1891
5398.0,9039.0,2710.0,380.0,7782.0,813.0,3064.0,802.0,4319.0,2413.0,100.0,533.0,132.0,4760.0,255.0,137.0,747.0,86.0,2416.0,637.0,13172.0,3461.0,21.0,0.0,83.0,278.0,3435.0,366.0,626.0,1798.0,14.0,2936.0,591.0,255.0,10.0,0.0,5542.0,0.0,0.0,518.0,1892
5030.0,8049.0,2563.0,407.0,7223.0,724.0,2997.0,732.0,3723.0,2157.0,93.0,522.0,108.0,4320.0,220.0,166.0,743.0,92.0,2309.0,520.0,12784.0,3360.0,28.0,0.0,82.0,255.0,3565.0,356.0,821.0,1632.0,15.0,3249.0,538.0,298.0,7.0,0.0,5695.0,0.0,0.0,506.0,1893
5110.0,8238.0,2497.0,423.0,7274.0,729.0,2977.0,808.0,3788.0,2170.0,72.0,515.0,124.0,4365.0,257.0,169.0,824.0,84.0,2179.0,594.0,13151.0,3425.0,36.0,0.0,94.0,290.0,3700.0,357.0,1052.0,1701.0,10.0,3676.0,515.0,298.0,11.0,0.0,5565.0,0.0,0.0,551.0,1894
5335.0,8320.0,2635.0,413.0,7277.0,707.0,2992.0,727.0,3633.0,2153.0,60.0,516.0,112.0,4289.0,221.0,203.0,933.0,102.0,2203.0,562.0,13446.0,3603.0,35.0,0.0,96.0,298.0,3931.0,393.0,1127.0,1777.0,19.0,4023.0,566.0,350.0,0.0,0.0,5950.0,0.0,0.0,605.0,1895
5207.0,8138.0,2719.0,399.0,7747.0,765.0,3051.0,834.0,3639.0,2088.0,73.0,561.0,123.0,4286.0,276.0,211.0,964.0,119.0,2296.0,566.0,13811.0,3471.0,37.0,0.0,104.0,324.0,4051.0,343.0,1366.0,1691.0,9.0,4392.0,527.0,342.0,9.0,5.0,5860.0,0.0,0.0,527.0,1896
5113.0,7550.0,2701.0,368.0,7198.0,730.0,2827.0,702.0,3341.0,1980.0,57.0,520.0,100.0,4078.0,249.0,195.0,923.0,104.0,2121.0,555.0,13413.0,3442.0,49.0,0.0,81.0,299.0,4146.0,341.0,1472.0,1713.0,9.0,4519.0,553.0,367.0,5.0,0.0,5429.0,0.0,0.0,619.0,1897
5321.0,8159.0,2932.0,434.0,7400.0,815.0,3171.0,872.0,3557.0,2161.0,43.0,523.0,133.0,4853.0,325.0,238.0,991.0,108.0,2337.0,611.0,14406.0,3659.0,47.0,0.0,102.0,304.0,4696.0,382.0,1671.0,1800.0,13.0,5230.0,546.0,421.0,8.0,0.0,5773.0,0.0,0.0,628.0,1898
4597.0,6990.0,2609.0,375.0,6086.0,646.0,2679.0,744.0,3147.0,1811.0,42.0,485.0,101.0,4018.0,291.0,258.0,885.0,89.0,1901.0,578.0,13172.0,3287.0,56.0,0.0,98.0,273.0,4249.0,350.0,1687.0,1587.0,14.0,5048.0,475.0,410.0,9.0,7.0,5115.0,0.0,0.0,569.0,1899
7245.0,9829.0,3821.0,495.0,8579.0,885.0,3714.0,1141.0,4099.0,2557.0,55.0,598.0,130.0,5403.0,406.0,328.0,1288.0,137.0,2720.0,718.0,16706.0,4096.0,87.0,0.0,125.0,340.0,5304.0,410.0,2491.0,2055.0,23.0,6343.0,673.0,664.0,8.0,0.0,6114.0,0.0,0.0,626.0,1900
4735.0,6900.0,2543.0,384.0,5990.0,672.0,2766.0,784.0,3049.0,1820.0,34.0,416.0,90.0,3609.0,323.0,250.0,924.0,92.0,1917.0,479.0,13136.0,3216.0,68.0,0.0,86.0,277.0,4424.0,342.0,2173.0,1514.0,8.0,5247.0,519.0,473.0,5.0,0.0,4923.0,0.0,0.0,537.0,1901
5592.0,7907.0,3180.0,460.0,6616.0,761.0,3098.0,908.0,3361.0,2134.0,47.0,501.0,104.0,4223.0,420.0,366.0,1067.0,104.0,2294.0,558.0,14486.0,3694.0,85.0,0.0,91.0,306.0,5011.0,335.0,2707.0,1710.0,9.0,5967.0,571.0,580.0,0.0,0.0,5288.0,0.0,0.0,606.0,1902
5480.0,7608.0,3044.0,466.0,6311.0,716.0,3121.0,863.0,3213.0,1962.0,50.0,432.0,102.0,3961.0,399.0,359.0,1081.0,81.0,2268.0,551.0,14275.0,3723.0,79.0,0.0,90.0,346.0,5046.0,305.0,3078.0,1553.0,16.0,6129.0,527.0,596.0,8.0,0.0,5098.0,0.0,0.0,558.0,1903
5855.0,8108.0,3414.0,462.0,6416.0,817.0,3291.0,957.0,3406.0,2057.0,43.0,472.0,97.0,4219.0,422.0,413.0,1194.0,114.0,2334.0,547.0,14961.0,3833.0,124.0,0.0,101.0,357.0,5302.0,324.0,3477.0,1594.0,16.0,6488.0,508.0,707.0,11.0,9.0,5330.0,8.0,0.0,599.0,1904
6042.0,8060.0,3410.0,513.0,6495.0,838.0,3302.0,1033.0,3608.0,2135.0,50.0,484.0,107.0,4256.0,490.0,426.0,1262.0,94.0,2366.0,620.0,16067.0,4121.0,121.0,0.0,105.0,366.0,5690.0,320.0,3937.0,1762.0,17.0,6811.0,535.0,807.0,11.0,5.0,5424.0,5.0,0.0,683.0,1905
5908.0,8265.0,3635.0,531.0,6567.0,878.0,3527.0,1084.0,3607.0,2176.0,49.0,506.0,136.0,4201.0,542.0,486.0,1309.0,85.0,2398.0,611.0,16370.0,4321.0,157.0,0.0,98.0,413.0,6096.0,327.0,4326.0,1697.0,18.0,7176.0,557.0,865.0,16.0,0.0,5502.0,10.0,0.0,619.0,1906
6707.0,8983.0,4020.0,586.0,6904.0,945.0,3844.0,1235.0,3884.0,2175.0,52.0,528.0,124.0,4445.0,593.0,616.0,1358.0,97.0,2576.0,708.0,17580.0,4624.0,177.0,0.0,102.0,515.0,6713.0,355.0,4967.0,1799.0,17.0,7579.0,582.0,1018.0,14.0,7.0,5575.0,5.0,0.0,714.0,1907
7012.0,9342.0,4219.0,689.0,7528.0,1016.0,4162.0,1244.0,3929.0,2301.0,54.0,530.0,152.0,4584.0,690.0,664.0,1478.0,67.0,2707.0,722.0,18665.0,4904.0,205.0,0.0,93.0,514.0,6976.0,350.0,5703.0,1814.0,17.0,8439.0,651.0,1128.0,13.0,0.0,5860.0,15.0,0.0,732.0,1908
7594.0,9591.0,4563.0,635.0,7914.0,1094.0,4348.0,1427.0,4029.0,2468.0,50.0,569.0,147.0,4688.0,758.0,725.0,1676.0,101.0,2935.0,766.0,19259.0,5176.0,233.0,0.0,105.0,567.0,7359.0,380.0,6253.0,1845.0,18.0,9250.0,610.0,1082.0,12.0,0.0,5804.0,5.0,0.0,749.0,1909
9195.0,11450.0,5609.0,844.0,8844.0,1258.0,5228.0,1654.0,4785.0,2851.0,70.0,692.0,197.0,5441.0,980.0,860.0,2005.0,131.0,3408.0,884.0,22848.0,5800.0,316.0,0.0,137.0,612.0,8226.0,395.0,7318.0,2173.0,28.0,10479.0,811.0,1389.0,11.0,9.0,6436.0,9.0,0.0,785.0,1910
9951.0,13446.0,6526.0,1159.0,10593.0,1556.0,6488.0,2030.0,5725.0,3292.0,83.0,796.0,220.0,6586.0,1288.0,1275.0,2393.0,142.0,4164.0,1098.0,24390.0,6298.0,325.0,0.0,130.0,737.0,9279.0,459.0,8869.0,2201.0,21.0,11801.0,827.0,1456.0,11.0,9.0,6753.0,15.0,0.0,909.0,1911
17644.0,24587.0,12837.0,2104.0,19626.0,2858.0,12062.0,4188.0,11070.0,6087.0,151.0,1524.0,380.0,11734.0,2480.0,2872.0,4785.0,284.0,7936.0,1946.0,32304.0,8528.0,504.0,0.0,189.0,1184.0,12535.0,522.0,12645.0,2919.0,36.0,16133.0,1078.0,2011.0,28.0,7.0,8586.0,20.0,0.0,1147.0,1912
20831.0,29329.0,15683.0,2607.0,23538.0,3282.0,14471.0,5107.0,13190.0,7096.0,157.0,1878.0,491.0,13874.0,2781.0,3703.0,5966.0,349.0,9474.0,2222.0,36642.0,9505.0,588.0,0.0,238.0,1451.0,14486.0,543.0,14674.0,3178.0,25.0,18888.0,1290.0,2240.0,12.0,16.0,9687.0,36.0,0.0,1387.0,1913
26263.0,37948.0,21188.0,3362.0,29753.0,4251.0,18829.0,6669.0,16937.0,8850.0,200.0,2325.0,613.0,17603.0,3695.0,4836.0,7733.0,386.0,12318.0,2965.0,45345.0,11367.0,656.0,0.0,219.0,2061.0,17763.0,661.0,18782.0,3679.0,42.0,23221.0,1575.0,2933.0,34.0,12.0,11865.0,40.0,0.0,1650.0,1914
33776.0,47577.0,28738.0,4081.0,38564.0,5394.0,23052.0,9143.0,21959.0,11490.0,242.0,3002.0,798.0,22308.0,4722.0,7116.0,10328.0,529.0,15889.0,3573.0,58187.0,14103.0,895.0,0.0,290.0,2704.0,23054.0,817.0,25154.0,4415.0,55.0,30866.0,1988.0,4181.0,36.0,14.0,15119.0,49.0,0.0,2091.0,1915
35569.0,50045.0,31741.0,4210.0,40419.0,5813.0,23883.0,10134.0,23612.0,11998.0,260.0,3149.0,825.0,23379.0,4749.0,7737.0,10790.0,571.0,17005.0,3723.0,61438.0,14939.0,1078.0,5.0,297.0,3113.0,24952.0,844.0,27417.0,4798.0,53.0,32662.0,2165.0,5136.0,42.0,11.0,15228.0,43.0,0.0,2213.0,1916
37339.0,51853.0,35220.0,4289.0,42423.0,6100.0,24762.0,10914.0,24144.0,12611.0,263.0,3360.0,862.0,24196.0,5027.0,8729.0,11155.0,528.0,17502.0,3751.0,64281.0,15131.0,1441.0,0.0,291.0,3535.0,25560.0,837.0,28851.0,4766.0,55.0,34251.0,2412.0,6639.0,47.0,13.0,15160.0,63.0,5.0,2220.0,1917
42119.0,56559.0,40620.0,4296.0,45290.0,6627.0,26263.0,12324.0,26923.0,13910.0,272.0,3726.0,963.0,26320.0,5168.0,9974.0,11755.0,627.0,19490.0,4139.0,67366.0,15853.0,1760.0,0.0,322.0,4224.0,27140.0,912.0,32032.0,4969.0,56.0,36148.0,2510.0,8803.0,56.0,15.0,15666.0,72.0,0.0,2361.0,1918
42392.0,53529.0,41027.0,3910.0,43972.0,6717.0,24264.0,12440.0,25191.0,13434.0,263.0,3528.0,879.0,25170.0,4737.0,9903.0,11307.0,587.0,18534.0,3851.0,65841.0,15287.0,2144.0,6.0,282.0,4084.0,26237.0,824.0,31734.0,5022.0,40.0,33706.0,2629.0,10106.0,27.0,14.0,14498.0,86.0,0.0,2307.0,1919
47909.0,56913.0,48678.0,4003.0,50147.0,7445.0,25591.0,15010.0,28308.0,14938.0,293.0,3896.0,967.0,26893.0,4946.0,11941.0,12569.0,590.0,20095.0,4026.0,70980.0,15910.0,2502.0,7.0,349.0,5106.0,27997.0,850.0,36643.0,5031.0,43.0,35097.0,2982.0,14017.0,42.0,17.0,14580.0,112.0,0.0,2168.0,1920
49749.0,58217.0,52781.0,4198.0,51862.0,7767.0,26180.0,16376.0,29246.0,15308.0,291.0,4089.0,915.0,27476.0,5237.0,13776.0,13168.0,626.0,20817.0,4015.0,73982.0,15799.0,3381.0,5.0,367.0,6014.0,28466.0,846.0,39086.0,5023.0,48.0,34821.0,3323.0,17637.0,42.0,17.0,14477.0,120.0,0.0,2184.0,1921
49803.0,57276.0,53797.0,3992.0,51117.0,7865.0,25700.0,17539.0,28840.0,15264.0,307.0,4283.0,983.0,27349.0,5092.0,14915.0,12925.0,667.0,20421.0,3804.0,72175.0,15242.0,3902.0,7.0,365.0,6273.0,26864.0,795.0,37716.0,4982.0,40.0,32507.0,3517.0,20894.0,50.0,15.0,13405.0,97.0,0.0,2146.0,1922
50465.0,57472.0,56120.0,3914.0,52135.0,8233.0,25560.0,18884.0,28960.0,15884.0,295.0,4265.0,935.0,27024.0,5119.0,16436.0,13362.0,659.0,20599.0,3747.0,71635.0,15461.0,4799.0,9.0,423.0,7208.0,26133.0,812.0,39044.0,4963.0,52.0,31490.0,3673.0,25991.0,48.0,15.0,12864.0,110.0,0.0,2056.0,1923
52944.0,59052.0,60798.0,3872.0,53515.0,8758.0,25426.0,21244.0,30465.0,16557.0,297.0,4403.0,851.0,27373.0,5193.0,17929.0,13339.0,672.0,21125.0,3746.0,73532.0,14951.0,6958.0,11.0,454.0,8307.0,26550.0,832.0,39997.0,5044.0,41.0,31191.0,3990.0,30602.0,59.0,23.0,13079.0,145.0,0.0,2044.0,1924
52681.0,57197.0,60896.0,3760.0,53303.0,8917.0,24615.0,23270.0,29581.0,16685.0,286.0,4551.0,840.0,26568.0,5040.0,19194.0,14175.0,651.0,20090.0,3615.0,70597.0,13935.0,8095.0,9.0,438.0,9155.0,24464.0,862.0,38570.0,4688.0,34.0,29170.0,4325.0,32813.0,49.0,13.0,12249.0,177.0,0.0,1766.0,1925
53205.0,56119.0,61131.0,3487.0,51919.0,9039.0,23762.0,25149.0,29521.0,16601.0,270.0,4514.0,775.0,25905.0,5061.0,20910.0,13656.0,705.0,19378.0,3343.0,67829.0,12836.0,8590.0,10.0,479.0,11079.0,23068.0,855.0,36615.0,4422.0,35.0,26885.0,4565.0,32963.0,62.0,31.0,11698.0,171.0,0.0,1729.0,1926
53675.0,55947.0,61669.0,3606.0,51482.0,9424.0,23504.0,26767.0,31935.0,17022.0,286.0,4616.0,790.0,25949.0,4919.0,23841.0,13605.0,701.0,19113.0,3438.0,70637.0,12527.0,10553.0,5.0,516.0,13162.0,21964.0,868.0,35991.0,4558.0,39.0,25319.0,5023.0,35423.0,57.0,15.0,11215.0,207.0,0.0,1656.0,1927
52753.0,53755.0,60696.0,3599.0,49111.0,10002.0,22306.0,28796.0,31245.0,16576.0,266.0,4435.0,784.0,24397.0,4717.0,25698.0,13160.0,650.0,18489.0,3143.0,66869.0,11762.0,12333.0,7.0,554.0,14872.0,20294.0,812.0,33730.0,4242.0,36.0,22934.0,5536.0,36079.0,78.0,12.0,10574.0,235.0,0.0,1559.0,1928
52122.0,52116.0,59796.0,3463.0,47809.0,11300.0,21164.0,29572.0,29932.0,16276.0,274.0,4369.0,727.0,23019.0,4732.0,27186.0,12429.0,577.0,17225.0,3078.0,63510.0,11251.0,13624.0,17.0,509.0,16037.0,19207.0,875.0,31478.0,3816.0,42.0,20984.0,6873.0,36673.0,79.0,22.0,9751.0,253.0,0.0,1445.0,1929
53944.0,52432.0,62147.0,3545.0,47259.0,12272.0,20981.0,32178.0,31863.0,17013.0,267.0,4465.0,657.0,22779.0,4678.0,29046.0,12960.0,591.0,17347.0,3057.0,64146.0,10995.0,15752.0,17.0,492.0,18281.0,18351.0,1004.0,30407.0,3919.0,38.0,19914.0,9069.0,38233.0,100.0,34.0,9079.0,298.0,0.0,1344.0,1930
51213.0,48420.0,60513.0,3488.0,43269.0,11778.0,19331.0,31816.0,29924.0,16846.0,237.0,4359.0,607.0,20685.0,4302.0,29104.0,12250.0,665.0,15646.0,2713.0,60296.0,10293.0,16468.0,26.0,534.0,21797.0,17333.0,1005.0,26522.0,3636.0,39.0,17660.0,10033.0,36104.0,154.0,28.0,8430.0,453.0,0.0,1188.0,1931
51920.0,48611.0,59262.0,3610.0,42114.0,12138.0,18560.0,31799.0,31097.0,16833.0,244.0,4447.0,703.0,20436.0,4221.0,29778.0,12072.0,716.0,15187.0,2646.0,59872.0,9994.0,17990.0,25.0,775.0,26315.0,16548.0,1227.0,24973.0,3599.0,44.0,16374.0,10945.0,34415.0,303.0,41.0,7919.0,822.0,0.0,1146.0,1932
51106.0,46220.0,54212.0,3545.0,39045.0,12021.0,17161.0,31336.0,28985.0,16500.0,208.0,4312.0,581.0,18354.0,3975.0,28435.0,11848.0,693.0,13792.0,2344.0,55507.0,9016.0,18629.0,30.0,786.0,26950.0,15239.0,1263.0,22047.0,3619.0,43.0,14643.0,11871.0,31524.0,453.0,21.0,7073.0,1365.0,0.0,1062.0,1933
54243.0,46737.0,55828.0,4105.0,40168.0,13999.0,17103.0,33156.0,29791.0,17367.0,271.0,4499.0,610.0,18497.0,3839.0,30407.0,12197.0,703.0,13918.0,2444.0,56924.0,9344.0,20845.0,41.0,1000.0,29233.0,15146.0,1492.0,21283.0,3598.0,46.0,14100.0,13517.0,31083.0,588.0,33.0,6679.0,2550.0,0.0,1068.0,1934
55000.0,47497.0,56524.0,4908.0,40195.0,15662.0,17182.0,33938.0,29979.0,17682.0,269.0,4590.0,654.0,18559.0,3908.0,29658.0,12558.0,787.0,13837.0,2292.0,55065.0,9075.0,22876.0,36.0,1196.0,30693.0,14724.0,1801.0,19403.0,3617.0,47.0,12781.0,14544.0,28671.0,1098.0,31.0,6162.0,4089.0,0.0,1094.0,1935
54684.0,47667.0,58491.0,5802.0,39387.0,17478.0,17453.0,33484.0,29083.0,18338.0,277.0,4815.0,608.0,18195.0,3978.0,28635.0,12305.0,712.0,14193.0,2278.0,54373.0,8860.0,23914.0,42.0,2439.0,31681.0,14593.0,2155.0,17668.0,3516.0,43.0,12234.0,16756.0,25865.0,1719.0,47.0,5725.0,5525.0,0.0,1123.0,1936
56549.0,48746.0,61829.0,7095.0,40709.0,20973.0,17316.0,32976.0,30519.0,19773.0,294.0,5124.0,606.0,18428.0,4335.0,27866.0,12874.0,809.0,14930.0,2403.0,55642.0,9386.0,26838.0,38.0,4380.0,34907.0,15145.0,2643.0,16572.0,3587.0,72.0,11454.0,17069.0,25331.0,2232.0,53.0,5449.0,7520.0,0.0,1293.0,1937
59096.0,50513.0,62265.0,9078.0,42422.0,22992.0,17734.0,34382.0,31137.0,21376.0,308.0,5582.0,608.0,18435.0,4688.0,26664.0,13354.0,903.0,14546.0,2408.0,56214.0,9800.0,27555.0,51.0,7046.0,39277.0,15330.0,3555.0,16347.0,3748.0,50.0,10834.0,18947.0,25503.0,4508.0,80.0,5140.0,10806.0,7.0,1308.0,1938
59628.0,51017.0,59645.0,10824.0,42078.0,25361.0,17715.0,35372.0,30785.0,22127.0,359.0,5797.0,621.0,17887.0,4609.0,24055.0,13331.0,868.0,14428.0,2440.0,54903.0,9707.0,29706.0,62.0,10714.0,37258.0,14952.0,4886.0,15171.0,3670.0,77.0,10418.0,19728.0,23640.0,5542.0,78.0,4931.0,11970.0,0.0,1292.0,1939
62471.0,54777.0,61195.0,13229.0,44770.0,27684.0,18205.0,37416.0,31685.0,23987.0,500.0,6220.0,664.0,18308.0,4766.0,23104.0,14101.0,1165.0,14401.0,2430.0,56201.0,9952.0,32662.0,102.0,18368.0,36733.0,15058.0,6755.0,14877.0,3869.0,61.0,10199.0,19732.0,22074.0,7283.0,89.0,4717.0,16150.0,0.0,1269.0,1940
66731.0,57515.0,64233.0,15931.0,47786.0,30552.0,19800.0,39104.0,32728.0,26641.0,619.0,7049.0,729.0,19260.0,5235.0,22628.0,15162.0,1625.0,15575.0,2709.0,58040.0,10269.0,36901.0,136.0,23720.0,39537.0,15696.0,8889.0,14563.0,3981.0,81.0,9889.0,20882.0,20902.0,10830.0,92.0,4430.0,19499.0,6.0,1368.0,1941
77173.0,66027.0,71835.0,21726.0,54879.0,35891.0,22421.0,43583.0,35845.0,31099.0,812.0,8506.0,841.0,21273.0,6210.0,23951.0,16486.0,2040.0,17465.0,3143.0,63249.0,11182.0,39454.0,198.0,31611.0,44734.0,16551.0,12016.0,15032.0,4102.0,127.0,10015.0,23325.0,21654.0,15385.0,125.0,4487.0,24993.0,8.0,1419.0,1942
80258.0,68915.0,74862.0,24743.0,55899.0,37236.0,22821.0,46327.0,36628.0,32860.0,889.0,9165.0,819.0,21681.0,6202.0,24412.0,17251.0,2515.0,17711.0,3349.0,66169.0,11646.0,39623.0,337.0,38438.0,43428.0,17150.0,14888.0,14789.0,3987.0,121.0,9799.0,23989.0,21596.0,16816.0,163.0,4232.0,25988.0,10.0,1336.0,1943
76947.0,66612.0,70848.0,26722.0,52364.0,37377.0,21170.0,45637.0,34650.0,31599.0,1003.0,9314.0,765.0,20419.0,5605.0,23462.0,16653.0,2741.0,16475.0,3054.0,62466.0,11033.0,36876.0,684.0,38411.0,39195.0,16318.0,16329.0,13380.0,3859.0,124.0,8694.0,23212.0,19758.0,15943.0,193.0,3634.0,26023.0,10.0,1251.0,1944
74450.0,66118.0,69933.0,29899.0,50211.0,37094.0,20816.0,46042.0,32463.0,31870.0,1138.0,9706.0,730.0,19319.0,5686.0,22135.0,16993.0,3544.0,15867.0,3007.0,59284.0,10337.0,35839.0,986.0,41461.0,38276.0,15682.0,19224.0,12325.0,3592.0,132.0,8301.0,21456.0,18388.0,15679.0,250.0,3607.0,24701.0,10.0,1134.0,1945
87431.0,79261.0,84134.0,41179.0,60039.0,46437.0,24279.0,58865.0,38200.0,38868.0,1600.0,12867.0,892.0,21572.0,6771.0,26260.0,21055.0,5330.0,18580.0,3759.0,67468.0,11752.0,46296.0,1733.0,52711.0,45123.0,18132.0,28266.0,12798.0,3907.0,240.0,8851.0,28344.0,19712.0,19645.0,328.0,3998.0,31692.0,7.0,1379.0,1946
94756.0,88318.0,91642.0,50500.0,66986.0,57804.0,27513.0,58516.0,40772.0,44833.0,2272.0,15188.0,1046.0,23919.0,8012.0,28255.0,22795.0,7773.0,20544.0,4343.0,71688.0,13441.0,51278.0,2012.0,99686.0,48791.0,20103.0,31953.0,12750.0,4223.0,430.0,8979.0,32442.0,18963.0,21645.0,422.0,4240.0,34774.0,11.0,1468.0,1947
88588.0,82830.0,85467.0,52565.0,61964.0,56616.0,26804.0,50970.0,38677.0,43778.0,3038.0,16508.0,1054.0,21922.0,7881.0,26442.0,21246.0,10268.0,18977.0,4307.0,68596.0,13211.0,46134.0,1879.0,96209.0,46827.0,18872.0,35985.0,11324.0,4157.0,482.0,8304.0,29411.0,16621.0,21996.0,468.0,4038.0,31060.0,13.0,1391.0,1948
86855.0,81155.0,83869.0,60039.0,61501.0,59602.0,26410.0,50936.0,40043.0,45204.0,4000.0,18233.0,1219.0,21313.0,8449.0,27106.0,21588.0,13728.0,19170.0,4517.0,66862.0,13712.0,46330.0,2623.0,91016.0,42598.0,19451.0,37707.0,10407.0,4296.0,406.0,7706.0,29244.0,14944.0,22467.0,598.0,3897.0,30643.0,11.0,1393.0,1949
86239.0,79420.0,83565.0,65151.0,60690.0,60730.0,27026.0,51001.0,39099.0,45603.0,4836.0,19193.0,1303.0,20175.0,8622.0,26998.0,21757.0,16605.0,18715.0,4930.0,65482.0,14337.0,47945.0,2802.0,80432.0,41557.0,18111.0,38018.0,9552.0,4146.0,402.0,7059.0,29618.0,13612.0,24139.0,1175.0,3817.0,28895.0,15.0,1317.0,1950
